Shop,Camera,Year,Month,Day,track_id,gender,age,baseline,datetime,staytime
Taiwan,cam002,2024,11,1,1044,Female,1.0,Negotiation_table_1,2024-11-01 09:28:54,26
Taiwan,cam002,2024,11,1,950,Male,2.0,Negotiation_table_1,2024-11-01 09:26:53,14
Taiwan,cam002,2024,11,1,228,Male,1.0,Negotiation_table_1,2024-11-01 09:17:44,21
