Shop,Camera,Year,Month,Day,track_id,gender,age,baseline,datetime,staytime
Taiwan,cam006,2024,11,1,497,Male,3.0,SIENTA,2024-11-01 09:33:36,5
Taiwan,cam006,2024,11,1,714,Male,1.0,SIENTA,2024-11-01 09:18:11,5
Taiwan,cam006,2024,11,1,360,Female,1.0,SIENTA,2024-11-01 09:03:19,4
Taiwan,cam006,2024,11,1,297,Female,0.0,SIENTA,2024-11-01 09:02:37,6
