frame_idx x1 y1 x2 y2 id conf cls gender age face_x1 face_y1 face_x2 face_y2 face_id
0 754 11 835 199 3 0 0 0 0 0 0 0 0 -1
0 97 221 227 408 4 0 0 0 0 0 0 0 0 -1
0 1059 0 1107 94 5 0 0 0 0 0 0 0 0 -1
0 1638 16 1685 98 6 0 0 0 0 0 0 0 0 -1
1 757 14 836 208 3 0 0 0 0 0 0 0 0 -1
1 104 227 227 411 4 0 0 0 0 0 0 0 0 -1
1 1059 0 1107 94 5 0 0 0 0 0 0 0 0 -1
1 1631 15 1680 98 6 0 0 0 0 0 0 0 0 -1
2 765 19 838 210 3 0 0 0 0 0 0 0 0 -1
2 98 234 226 415 4 0 0 0 0 0 0 0 0 -1
2 1059 0 1107 94 5 0 0 0 0 0 0 0 0 -1
2 1622 10 1671 102 6 0 0 0 0 0 0 0 0 -1
3 773 22 839 210 0 0 0 0 0 0 0 0 0 -1
3 91 239 226 423 0 0 0 0 0 0 0 0 0 -1
3 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
3 1614 6 1661 104 6 0 0 0 3 0 0 0 0 -1
4 781 26 841 216 0 0 0 0 0 0 0 0 0 -1
4 85 243 224 417 0 0 0 0 0 0 0 0 0 -1
4 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
4 1597 3 1651 103 6 0 0 0 3 0 0 0 0 -1
5 785 29 845 233 0 0 0 0 0 0 0 0 0 -1
5 77 245 215 412 0 0 0 0 0 0 0 0 0 -1
5 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
5 1588 0 1643 100 6 0 0 0 3 0 0 0 0 -1
6 785 35 850 247 0 0 0 0 0 0 0 0 0 -1
6 70 248 199 419 0 0 0 0 0 0 0 0 0 -1
6 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
6 1581 0 1634 100 6 0 0 0 3 0 0 0 0 -1
7 788 38 854 251 0 0 0 0 0 0 0 0 0 -1
7 63 248 185 428 0 0 0 0 0 0 0 0 0 -1
7 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
7 1575 0 1624 98 6 0 0 0 3 0 0 0 0 -1
8 791 42 859 252 0 0 0 0 0 0 0 0 0 -1
8 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
8 1569 0 1615 87 6 0 0 0 3 0 0 0 0 -1
9 794 47 864 251 0 0 0 0 0 0 0 0 0 -1
9 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
9 1559 1 1609 79 6 0 0 0 3 0 0 0 0 -1
10 797 54 875 266 0 0 0 0 0 0 0 0 0 -1
10 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
11 800 60 880 277 0 0 0 0 0 0 0 0 0 -1
11 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
12 803 67 884 284 0 0 0 0 0 0 0 0 0 -1
12 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
13 810 71 889 288 0 0 0 0 0 0 0 0 0 -1
13 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
13 1503 0 1577 119 20 0 0 0 0 0 0 0 0 -1
14 817 77 891 290 0 0 0 0 0 0 0 0 0 -1
14 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
14 1502 0 1576 117 20 0 0 0 0 0 0 0 0 -1
15 822 83 897 308 0 0 0 0 0 0 0 0 0 -1
15 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
15 1495 0 1574 117 20 0 0 0 3 0 0 0 0 -1
16 820 90 904 324 0 0 0 0 0 0 0 0 0 -1
16 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
16 1475 0 1556 117 20 0 0 0 3 0 0 0 0 -1
17 829 96 910 332 0 0 0 0 0 0 0 0 0 -1
17 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
17 1465 0 1545 117 20 0 0 0 3 0 0 0 0 -1
18 839 102 918 335 0 0 0 0 0 0 0 0 0 -1
18 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
18 1460 0 1536 114 20 0 0 0 3 0 0 0 0 -1
19 845 107 929 335 0 0 0 0 0 0 0 0 0 -1
19 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
19 1459 0 1524 112 20 0 0 0 3 0 0 0 0 -1
20 849 114 945 349 0 0 0 0 0 0 0 0 0 -1
20 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
20 1463 0 1513 104 20 0 0 0 3 0 0 0 0 -1
21 854 124 958 362 0 0 0 0 0 0 0 0 0 -1
21 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
22 866 133 973 371 0 0 0 0 0 904 146 929 176 0
22 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
23 832 137 983 376 0 0 0 0 0 0 0 0 0 -1
23 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
24 864 145 989 380 0 0 0 0 0 0 0 0 0 -1
24 1060 0 1108 94 5 0 0 0 2 0 0 0 0 -1
25 884 153 993 402 0 0 0 0 0 0 0 0 0 -1
25 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
26 896 164 997 427 0 0 0 0 0 0 0 0 0 -1
26 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
27 892 174 1000 437 0 0 0 0 0 0 0 0 0 -1
27 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
28 909 184 1010 440 0 0 0 0 0 0 0 0 0 -1
28 1060 0 1108 94 5 0 0 0 2 0 0 0 0 -1
29 919 191 1020 442 0 0 0 0 0 0 0 0 0 -1
29 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
30 924 203 1037 465 0 0 0 0 0 0 0 0 0 -1
30 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
31 925 215 1052 485 0 0 0 0 0 0 0 0 0 -1
31 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
32 937 227 1048 498 0 0 0 0 0 0 0 0 0 -1
32 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
33 944 237 1072 502 0 0 0 0 0 0 0 0 0 -1
33 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
34 957 249 1087 507 0 0 0 0 0 0 0 0 0 -1
34 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
35 965 260 1098 537 0 0 0 0 0 0 0 0 0 -1
35 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
36 975 276 1110 564 0 0 0 0 0 0 0 0 0 -1
36 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
37 985 289 1122 578 0 0 0 0 0 0 0 0 0 -1
37 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
38 999 304 1126 584 0 0 0 0 0 0 0 0 0 -1
38 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
39 1009 316 1124 585 0 0 0 0 0 0 0 0 0 -1
39 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
40 1019 333 1129 616 0 0 0 0 0 0 0 0 0 -1
40 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
41 1029 349 1137 640 0 0 0 0 0 0 0 0 0 -1
41 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
42 1037 367 1154 653 0 0 0 0 0 0 0 0 0 -1
42 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
43 1050 381 1169 657 0 0 0 0 0 0 0 0 0 -1
43 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
44 1072 399 1200 662 0 0 0 0 0 0 0 0 0 -1
44 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
45 1081 414 1224 701 0 0 0 0 0 0 0 0 0 -1
45 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
46 1096 435 1247 736 0 0 0 0 0 0 0 0 0 -1
46 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
47 1110 454 1263 756 0 0 0 0 0 0 0 0 0 -1
47 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
48 1126 474 1275 762 0 0 0 0 0 0 0 0 0 -1
48 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
49 1135 492 1278 764 0 0 0 0 0 0 0 0 0 -1
49 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
50 1157 514 1288 791 0 0 0 0 0 0 0 0 0 -1
50 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
50 1218 0 1304 86 30 0 0 0 0 0 0 0 0 -1
50 1627 908 1854 1075 31 0 0 0 0 0 0 0 0 -1
51 1135 534 1302 828 0 0 0 0 0 0 0 0 0 -1
51 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
51 1213 0 1304 89 30 0 0 0 0 0 0 0 0 -1
51 1626 903 1836 1074 31 0 0 0 0 0 0 0 0 -1
52 1140 557 1327 844 0 0 0 0 0 0 0 0 0 -1
52 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
52 1211 0 1287 89 30 0 0 0 4 0 0 0 0 -1
52 1579 886 1809 1074 31 0 0 0 3 0 0 0 0 -1
53 1135 576 1350 874 0 0 0 0 0 0 0 0 0 -1
53 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
53 1210 0 1280 90 30 0 0 0 4 0 0 0 0 -1
53 1576 874 1790 1066 31 0 0 0 3 0 0 0 0 -1
54 1169 597 1375 870 0 0 0 0 0 0 0 0 0 -1
54 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
54 1209 0 1268 90 30 0 0 0 4 0 0 0 0 -1
54 1565 861 1765 1072 31 0 0 0 3 0 0 0 0 -1
55 1197 616 1397 896 0 0 0 0 0 0 0 0 0 -1
55 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
55 1208 0 1263 93 30 0 0 0 4 0 0 0 0 -1
55 1560 850 1744 1073 31 0 0 0 3 0 0 0 0 -1
56 1206 639 1431 932 0 0 0 0 0 0 0 0 0 -1
56 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
56 1205 0 1254 94 30 0 0 0 4 0 0 0 0 -1
57 1241 660 1457 944 0 0 0 0 0 0 0 0 0 -1
57 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
57 1200 0 1253 95 30 0 0 0 4 0 0 0 0 -1
58 1247 683 1479 952 0 0 0 0 0 0 0 0 0 -1
58 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
58 1192 0 1252 95 30 0 0 0 4 0 0 0 0 -1
59 1277 701 1503 954 0 0 0 0 0 0 0 0 0 -1
59 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
59 1182 0 1249 95 30 0 0 0 4 0 0 0 0 -1
60 1306 720 1534 993 0 0 0 0 0 0 0 0 0 -1
60 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
60 1172 0 1244 98 30 0 0 0 4 0 0 0 0 -1
60 1371 717 1533 911 36 0 0 0 0 0 0 0 0 -1
61 1060 0 1107 94 5 0 0 0 2 0 0 0 0 -1
61 1162 0 1236 97 30 0 0 0 4 0 0 0 0 -1
61 1379 727 1542 923 36 0 0 0 0 0 0 0 0 -1
62 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
62 1148 0 1224 97 30 0 0 0 4 0 0 0 0 -1
63 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
63 1138 0 1217 97 30 0 0 0 4 0 0 0 0 -1
64 1059 0 1107 94 5 0 0 0 2 0 0 0 0 -1
64 1128 0 1208 98 30 0 0 0 4 0 0 0 0 -1
65 1059 0 1108 94 5 0 0 0 2 0 0 0 0 -1
65 1131 0 1200 99 30 0 0 0 4 0 0 0 0 -1
66 1058 0 1108 94 5 0 0 0 2 0 0 0 0 -1
66 1125 0 1197 88 30 0 0 0 4 0 0 0 0 -1
66 1181 975 1365 1079 38 0 0 0 0 0 0 0 0 -1
67 1058 0 1109 94 5 0 0 0 2 0 0 0 0 -1
67 1122 0 1195 81 30 0 0 0 4 0 0 0 0 -1
67 1169 949 1359 1079 38 0 0 0 0 0 0 0 0 -1
68 1058 0 1109 94 5 0 0 0 2 0 0 0 0 -1
